firstpost_date,content
10-03-2015,One of my biggest issues with $TSLA as well.   Good piece by @qz http://t.co/ZKbPNi55Im
12-03-2015,#Tesla Motors : Patent Issued for Electric Vehicle Battery Lifetime Optimizati... http://t.co/YfkLorE9YE $TSLA
17-03-2015,I liked the $TSLA close today .. 195.70 .. if can bump into $200-$205 before Thurs would be great sign..
12-03-2015,#Tesla’s New Project Could Take Millions Of People Off The Grid | True Activist http://t.co/WhcFa7BQFC  $TSLA
05-03-2015,We are at the tipping point when mass market for electric cars will arrive with Tesla Model III and GM Bolt. http://t.co/hqcW4gU8Sh $TSLA
03-03-2015,"@cccix $TSLA Your tweet has been featured on Market Parse, for iPhone. http://t.co/YHInvBCk4m"
15-03-2015,More evidence is that ”Titan project“ is indeed The Apple Electric iCar in the making: https://t.co/ClyLb6oQHm $AAPL $TSLA $ILHMF $TRRXF
09-03-2015,MT @business: $TSLA is cutting jobs in China after sales are slower than expected http://t.co/LkC2CQTSoo http://t.co/MtUISQ37l7
19-03-2015,Ron Baron: Tesla Is Creating The Future Automobile Industry http://t.co/RUAGh4yu4x $TSLA $F $CG
15-03-2015,How Volkswagen Thinks It Will Undercut Tesla On Battery Cost http://t.co/vgo4iHRESb $PCRFY $SSNLF $TSLA $VLKAY
14-03-2015,Electric Cars: Another brilliant presentation by @TonySeba - Anticipating &amp; Leading Market Disruption. http://t.co/ffw9sLA1AG $TSLA $AAPL
04-03-2015,$BABA $TSLA and $GLD are in the Top 10 - what else?
14-03-2015,Kirill Klip.: Elon Musk is going to disrupt utility business as well with his lithium battery for home. http://t.co/mvheTiFdWY $TSLA $LIT
18-03-2015,Electric Cars Catalyst: Foxconn is talking about $15k EV and Boston Power about even $8k price tag. https://t.co/O50zHBQKh9 $AAPL $TSLA
03-03-2015,Nasdaq hits 5000 with no fucking help from $tsla which is down below $200
14-03-2015,AppleInsider: Investigative Report On Top-Secret Apple Electric iCar.  https://t.co/cB0dTlxt83 $AAPL $TSLA $ILHMF http://t.co/mPceBsEa8Y
09-03-2015,#Tesla sheds jobs in China after missing sales targets http://t.co/GrQTE8PRgI #EV $TSLA http://t.co/jUyfH8PR1A
19-03-2015,"The future will be here soon.  Just jump in your #Tesla and say ""go to work"" and boom, you're there.  http://t.co/pFIix5jioq $TSLA"
19-03-2015,$TSLA #Tesla Ending range anxiety http://t.co/mPPuHMTHmf
02-03-2015,"mkt hi's, $tsla lows"
11-03-2015,$TSLA #Tesla 3 things to know about Apple today that have nothing to do with the Watch http://t.co/cb3fmWwmQm
19-03-2015,"Here’s the link to @Chris_Ciaccia $TSLA @TeslaMotors battery event, Take a look —&gt; http://t.co/2yTYucbfmI"
20-03-2015,"First key change in Model S software update: Range assurance application, warns you before you drive out of range of nearest charger. $TSLA"
10-03-2015,MT @ValaAfshar: The 1st guy to speak into his watch and own a self-driving car. True pioneer. http://t.co/A7CMy9ToVI $AAPL $TSLA
03-03-2015,$TSLA has gone under $200  https://t.co/6iO3Ge5IEg
03-03-2015,NEW POST: Hunting for Memorable Numbers  http://t.co/DHBH4p39RO $LL $QQQ $SPY $TSLA $XLU
14-03-2015,.@TeslaMotors earnings estimates slashed at @DeutscheBank on strong dollar http://t.co/n5zVqoAHRW $TSLA http://t.co/vYLo0beoUJ
03-03-2015,Kirill Klip.: Powered By Lithium: Tesla Model S Is Consumer Reports’ “Top Pick Of 2015″. http://t.co/t3a37gnhwH $TSLA $AAPL $GM $F $ILHMF
10-03-2015,"""Gigafactory is biggest risk that is not priced into $TSLA stock."" @racernic on #PreMarket Prep morning show: http://t.co/4IibXIdLIG"
19-03-2015,You'll now be able to buy a $TSLA directly in #NJ
04-03-2015,We are at the tipping point when mass market for electric cars will arrive with Tesla Model III and GM Bolt. http://t.co/hqcW4gU8Sh $TSLA
16-03-2015,$TSLA inverted H&amp;S on 15 minute chart MM to about 195.50-196  (IF fires)
10-03-2015,$TSLA out here acting a fool. Glad i unloaded.
20-03-2015,Electric Cars Catalyst: Foxconn is talking about $15k EV and Boston Power about even $8k price tag. https://t.co/O50zHBQKh9 $AAPL $TSLA
13-03-2015,NEW POST: This Trade is a Contender Now; Chess Moves http://t.co/pFtGWcnjGZ $AXP $GOOGL $TSLA
03-03-2015,@sanglucci you still holding all your $TSLA?
10-03-2015,The perfect Californian douchebag: gold macbook air with a gold $aapl watch with a gold iphone 6 driving a $TSLA roadster.
07-03-2015,"$TSLA -2%, at $196, at lowest levels since last May. roddog101 You've been all over the $TSLA as its topped ou... http://t.co/zHHGIN2Ppr"
09-03-2015,Weekend VIDEO: $SPY $IWM $QQQ $TLT $XLF $IYR $AAPL $AMZN $BABA $YHOO $BIDU $CRM $FB $TWTR $GOOGL $NFLX $PCLN $TSLA http://t.co/GT8FjmSRWl
17-03-2015,@elonmusk is superhero to teslarans $tsla
17-03-2015,LoL Bitter $TSLA shorts “it should be illegal for CEOs to tweet”. #losers
20-03-2015,$TSLA Time to flip short for now if cannot regain and hold 200 IMO.
13-03-2015,$TSLA #Tesla Software for a smarter car http://t.co/pxYIVry8Uc
20-03-2015,"$TSLA again, taking a run at $200. Will sell calls again if cannot get it back and hold."
21-03-2015,$TSLA could all fall apart on a loss of 198.
14-03-2015,"$TSLA Symm. Triangle breakdown, targets http://t.co/dW9TEU7xt2"
20-03-2015,$TSLA Had to be fast!
16-03-2015,#Tesla and #BYD are fast emerging as two of the key players in the nascent electricity storage sector.  http://t.co/jttMjU3lWw $TSLA $AAPL
20-03-2015,$TSLA sold 197.50 calls on the break of 197.25
09-03-2015,"Morning everyone. Holding $TSLA short, $FB &amp; $TWTR long"
09-03-2015,We are at the tipping point when mass market for electric cars will arrive with Tesla Model III and GM Bolt. http://t.co/hqcW4gU8Sh $TSLA
17-03-2015,$TSLA 192.5/90 Short Put Spreads .80 credit.
12-03-2015,$TSLA big discounts ouch
10-03-2015,Tesla Motors: Recent Press Reports From China Confirm Over-Production Of Model S And Indica... http://t.co/EHbF1MUDOX $TSLA
15-03-2015,"“Buy Tesla Motors,” Apple shareholders tell CEO http://t.co/NuxkZzCF0y  $APPL $TSLA"
10-03-2015,$TSLA still hovering around $190 zone ( 189.11 ) — We said last week to watch that key $185 if further dip &amp; so far still over that area
16-03-2015,".@TeslaMotors teases software update that will end range anxiety for #ModelS $TSLA, $TWTR http://t.co/enQJZJBAVx http://t.co/HGtegKQFnF"
14-03-2015,AppleInsider: Investigative Report On Top-Secret #Apple Electric iCar.  https://t.co/ClyLb6oQHm $AAPL $TSLA $ILHMF http://t.co/xtJLN3tihv
11-03-2015,$tsla is holding up in this very bad market
16-03-2015,$TSLA also up a bit today and back into $191 area ..we picked up chunk last Thurs/Fri - Member chart i posted last wk http://t.co/gOmvUp2nYv
16-03-2015,#Tesla and #BYD are fast emerging as two of the key players in the nascent electricity storage sector.  http://t.co/rBtTnSeMsW $TSLA $AAPL
21-03-2015,$TSLA working on the trade.
14-03-2015,Apple can change the auto-industry overnight with its confirmation of Electric iCar. https://t.co/bCMdDAwKlu $AAPL $TSLA $F $GM
19-03-2015,$TSLA event starts at 12:00 ET
17-03-2015,$TSLA #Tesla Cramer Remix: Make a fortune on these 4 stocks http://t.co/SzwX1CDsJ3
14-03-2015,Tesla Motors Given Buy Rating at Deutsche Bank $TSLA http://t.co/rPYgMdEUAx
16-03-2015,Tesla's 'Real' China Problem http://t.co/LbB42Ah3K3 $PCRFY $TSLA
13-03-2015,Tesla stock nears 52-week low. Is this the time to buy? http://t.co/ZW0syOa0Ij $TSLA
19-03-2015,RT @elonmusk: Thanks to everyone that supported Tesla in New Jersey! We couldn't have done it without you. http://t.co/ghZG7f1YvJ $TSLA
16-03-2015,$TSLA #Tesla 10 things in tech you need to know today http://t.co/lq04i8v3gi
20-03-2015,Kirill Klip.: The #Lithium space is getting hot now and big names are pouring into the sector. http://t.co/e7wqFUexHu $TSLA $AAPL $LIT
19-03-2015,Tesla Up As New Jersey Allows Direct Sales:  http://t.co/qwSqgZZ6Fb $tsla
03-03-2015,$TSLA Revenue per Employee #UpTrend http://t.co/Y9Cqx2IfBB
19-03-2015,"$TSLA #Tesla New Jersey Throws It Into Reverse, Welcomes Tesla http://t.co/DyACNmRfh0"
20-03-2015,Kirill Klip.: The #Lithium space is getting hot now and big names are pouring into the sector. http://t.co/mOlVLVzuu8 $TSLA $AAPL $LIT
19-03-2015,"We're excited for the #tesla press conference about mitigating #rangeanxiety. I guess you could say we're ""anxious"" about it. $TSLA #P85D"
19-03-2015,"International Lithium And Ganfeng Lithium: ""The End Of The Lithium 'Big 3'.  https://t.co/uRQbZJGrf3 $TSLA $AAPL $LIT http://t.co/PU4ApdZghW"
18-03-2015,Electric Cars Catalyst: Foxconn is talking about $15k EV and Boston Power about even $8k price tag. https://t.co/JDIzlWisxL $AAPL $TSLA
19-03-2015,$TSLA #Tesla New Jersey opens way for Tesla to sell cars directly http://t.co/bmfJw1REkv
17-03-2015,$TSLA up 2%. But didn't investors wind up being disappointed the last time they bought the stock just because of an @ElonMusk tweet? #thed
14-03-2015,$GOOGL $PCLN $NFLX $AMZN $WYNN $AAPL $TSLA  sweet Ka-Chinga's this week
17-03-2015,NEW POST: Winter Light Before the Holiday  http://t.co/G3YGHqnNED $GOGO $IBB $QQQ $SPY $TSLA
16-03-2015,$TSLA 185 PUTs @ 1.66 cost base
14-03-2015,$TSLA : bailed.  Out FLAT. Lunch
13-03-2015,$TSLA -out of my short  - took a hit
19-03-2015,Go $TSLA. Win all of the things.
20-03-2015,Musk introduces 'range assurance'; Map shows you most convenient and closest locations http://t.co/RTahvxm156 $TSLA
12-03-2015,Doing nothing today cept babying these crappy overnights. $FB long and $TSLA short
03-03-2015,Three things Tesla hopes investors won't notice about the company: Barclays analyst. http://t.co/aN9LOrOuZL $TSLA -3.05% at 197.14 #stocks
11-03-2015,Kirill Klip.: Will #Apple buy its way into Electric Cars space? http://t.co/s1cwcSjzCe $AAPL $TSLA $LIT $ILHMF
14-03-2015,$TSLA back in @ .45
20-03-2015,$TSLA sold $200 calls for $2 making a short call spread out of left over 205's
10-03-2015,The Materials Science of Lithium-Ion Batteries. http://t.co/XKXFTcYDjK $LIT $TSLA $AAPL $ILHMF
14-03-2015,RT @TradersLog: Would Apple Buy Tesla? http://t.co/UCkvgtR0Si $AAPL $TSLA
05-03-2015,"Best Tesla license plate ever ""CYA OPEC"" $tsla"
05-03-2015,Admitting partial defeat on this $TSLA short... Will re-enter when it looks cleaner. Down another $20K which honestly ain't that bad
10-03-2015,"49ers collapse, Apple announcement and $TSLA down. I’m really being tested today! http://t.co/QZe9lb077m"
16-03-2015,International Lithium Presentation February 2015. by @kirillklip #airpollution #batteries http://t.co/yuzFJOt7d7 via @SlideShare $AAPL $TSLA
13-03-2015,#Apple Electric Car: Tim Cook has everything he needs to bring iCar on-line very fast:  http://t.co/p9AXx7c0tx $AAPL $TSLA $LIT $ILHMF
13-03-2015,International Lithium Presentation February 2015. by @kirillklip #airpollution #batteries http://t.co/d18TG9vTGZ via @SlideShare $TSLA $AAPL
14-03-2015,Active Mar weekly calls into expiration @ CBOE: $TSLA 3/13/15 190 $AMZN 3/13/15 375 $AAPL 3/13/15 125
18-03-2015,RT @MadMoneyOnCNBC: #MarchMadness time starting now! @jimcramer talks $AAPL &amp; $TSLA in his Midwest team picks. Tune in now! http://t.co/JuS…
20-03-2015,International Lithium And Ganfeng Lithium: ”The End Of The Lithium ‘Big 3’. https://t.co/NepFyqMHdl $TSLA $AAPL http://t.co/FH3ieMMtls
20-03-2015,"$TSLA will give hotels and restaurants wall chargers on request, then map them in their ""range assurance"" app"
03-03-2015,Tesla Motors Given a $190.00 Price Target at Barclays $TSLA http://t.co/CEvANqj7qk
15-03-2015,"gotta admit, $TSLA would be the perfect acquisition for $AAPL. For sheer innovation and coolness, the two companies are a perfect match."
17-03-2015,RT @sanglucci: P&amp;L for the day. Got rid of 3/4 $TSLA short. http://t.co/606AHQh2wn
15-03-2015,Boston-Power Aims to Rival Tesla With Gigawatt Lithium Battery Factories.  https://t.co/VpwU0Zft3G  $TSLA $AAPL
15-03-2015,More evidence is that ”Titan project“ is indeed The Apple Electric iCar in the making: https://t.co/cB0dTlP3ZB $AAPL $TSLA $ILHMF $TRRXF
02-03-2015,Powered By Lithium: Tesla Model S P85D In Cold Weather. http://t.co/tsVzLWU397 $TSLA $AAPL $LIT $ILHMF $TRRXF
09-03-2015,$TSLA #Tesla Tesla cuts jobs after weak China sales http://t.co/Qdu9xqcOIC
15-03-2015,"More evidence is that ""Titan project"" is indeed The Apple Electric iCar in the making: https://t.co/cB0dTlP3ZB $AAPL $TSLA $ILHMF $TRRXF"
18-03-2015,Tesla's: Marketing Machine Continues To Deflect Demand Discussion http://t.co/sVRCVj5eE9 $TSLA
08-03-2015,#Tesla in the garage for another 2 days... hopefully a short drive today #EV #RangeAnxiety $TSLA http://t.co/ACxYQJ1HiR
13-03-2015,Steve LeVine at #Google - The Powerhouse: Inside the Invention of a Battery to Save the World.  https://t.co/q6I33tBChE $GOOG $AAPL $TSLA
20-03-2015,Tesla improving model S electric car http://t.co/lvTU96WuSt $TSLA
20-03-2015,RT @JasonShubnell: Elon Musk says Tesla is aiming for every 3-4 months for major software updates. $TSLA http://t.co/TsmVrHtSru
10-03-2015,$TSLA #Tesla Tesla Shares Fall on News of China Job Cuts http://t.co/0mICkkRdmX
20-03-2015,"WTF @elonmusk . Everytime you open your mouth for something ""special"", you fuck up your $tsla."
16-03-2015,RT @elonmusk: Tesla press conf at 9am on Thurs. About to end range anxiety ... via OTA software update. Affects entire Model S fleet. $TSLA
17-03-2015,$TSLA red/green on watch  room 199/200 supply
17-03-2015,Electric Cars Catalyst: Foxconn is talking about $15k EV and Boston Power about even $8k price tag. https://t.co/JDIzlWisxL $AAPL $TSLA
14-03-2015,Backed By Warren Buffett China's BYD Takes Aim At Elon Musk's Tesla Gigafactory In Battery Race.  https://t.co/h9ywzwcarm $AAPL $TSLA
15-03-2015,BYD with Warren Buffett backing is making Lithium Batteries investment landscape even more exciting. https://t.co/0HX8Hoh2Ql $AAPL $TSLA
07-03-2015,$TSLA ---option pricing bouncing around like Paris Hilton on a water bed
19-03-2015,New Jersey opens way for $TSLA to sell cars directly.
06-03-2015,$TSLA --need to find a charging station
12-03-2015,“@kirillklip: Google and Apple can change our industry overnight! https://t.co/ScBnsKp4Ub #Lithium #EVs $AAPL $GOOG $TSLA $ILHMF $TRRXF”
17-03-2015,$tsla red/green super nice
07-03-2015,$TSLA teetering
03-03-2015,Commented on StockTwits: so far Tesla has resolved down in this Wedge today. $TSLA http://t.co/puiXE9Jh33
15-03-2015,Electric Cars: Tony Seba - Nobody Believed In Mobile Phones https://t.co/XRI4i9t57v $AAPL $TSLA $LIT $ILHMF $TRRXF
02-03-2015,my VIDEO http://t.co/kFNJ8r1M79 Stk Mkt Analysis $SPY $AAPL $IWM $XLF $SMH $GPRO $BABA $AMGN $IBB $CELG $LVLT $BIDU $TSLA
10-03-2015,Ready To Profit From Self Driving Cars? http://t.co/FL4F8n8Nj7 $NVDA $AAPL $GOOG $TSLA
19-03-2015,“@kirillklip: Joe Lowry has published a very interesting article about the #lithium market https://t.co/wVm4tSb8eQ $TSLA $AAPL $TRRXF”
09-03-2015,$TSLA should build electric vehicles for the army cos they are tanking right now.
04-03-2015,$tsla there goes on the 199 60min break we discussed this am
10-03-2015,Electric #iCar: #Apple Adds Vehicles To Its List Of Company Activities In Swiss Legal Filing.  https://t.co/rOEJEvDORi $AAPL $TSLA $ILHMF
20-03-2015,Tesla Model X due this summer! @TeslaMotors #Tesla #Teslamotors $TSLA
15-03-2015,#Lithium will be a key ingredient in our daily lives and ILC will be ready to meet the demand  https://t.co/UbThlPCFgR $AAPL $TSLA $ILHMF
04-03-2015,Kirill Klip.: Electric iCar: Apple Adds Vehicles To Its List Of Company Activities In Swiss Legal Filing. http://t.co/bs60lbrHbl $TSLA $AAPL
07-03-2015,$TSLA ----women and children first
15-03-2015,Elon Musk with his Brother Kimbal Musk on a panel - Amazing Conversation  http://t.co/PFEnFriviV  $TSLA $SCTY $QQQ
13-03-2015,$TSLA please announce something amazing.
15-03-2015,Backed By Warren Buffett China’s BYD Takes Aim At Elon Musk’s Tesla Gigafactory In Battery Race. http://t.co/wmMdKHm7hG $TSLA $LIT
20-03-2015,Recent Investment Analysts’ Ratings Updates for Tesla Motors $TSLA http://t.co/QUP7ND4g5e
14-03-2015,Readers of International Lithium presentations are in hundreds per day these days. https://t.co/ij6v1bUGlY #Apple #iCar $AAPL $TSLA
20-03-2015,Is Elon Musk Giving Up On Battery Swaps? http://t.co/pogpsPFhn5 $TSLA
03-03-2015,Some stocks our guys are trading: $LL $TSLA $BIOC $GENE $YHOO
16-03-2015,Tesla to unveil Model S software update http://t.co/WXEkD8Wc0M $TSLA
18-03-2015,"Quote of the day: $TSLA CEO @elonmusk on transition to autonomous drive cars: ""you can't have a person driving a two ton death machine."""
14-03-2015,RT @SFBiz_Marlize: 5 reasons Morgan Stanley says 'wild ride' on @TeslaMotors is worth it http://t.co/wq4L0hoeQE #Tesla $TSLA$
12-03-2015,$TSLA #Tesla Tesla's Shares Continue to Fall on China Staff Cutback News - Analyst Blog http://t.co/59qTaqfjmL
13-03-2015,"$TSLA #Tesla Fri., March 13: Watch GM Stock on Volt Recall http://t.co/DGMpj8Rd4T"
17-03-2015,#Tesla Motors : to reduce headcount in China  http://t.co/6YVJNvotfz $TSLA
21-03-2015,Although $TSLA hit perfectly into the $200-$205 range i wanted to see pre-Event.. I was not selling it just yet regardless of fade
14-03-2015,Backed By Warren Buffett China’s BYD Takes Aim At Elon Musk’s Tesla Gigafactory In Battery Race.  https://t.co/o8zis91Uet $AAPL $TSLA
17-03-2015,"Clean Air For Europe: BMW, Mercedes, Audi and VW are all rolling out new electric cars. https://t.co/O50zHBQKh9 #Lithium $TSLA $AAPL $LIT"
20-03-2015,"I have numerous outperformance measurements for both directions, and none are firing on $TSLA... been a while, too."
19-03-2015,"Game On At Nvidia, Chipmaker To Tesla And Robot Cars? http://t.co/JYZ8ACIx8D $NVDA $TSLA $NXPI $FSL $VLKAY http://t.co/ucsPJhjgr0"
18-03-2015,AppleInsider: Investigative Report On Top-Secret #Apple Electric iCar.  https://t.co/ClyLb6oQHm $AAPL $TSLA $ILHMF http://t.co/xtJLN3tihv
18-03-2015,AppleInsider: Investigative Report On Top-Secret #Apple Electric iCar.  https://t.co/cB0dTlP3ZB $AAPL $TSLA $ILHMF http://t.co/mPceBsVL0w
17-03-2015,$TSLA #Tesla http://t.co/yJZjexvGN8 Analyst Doubts Tesla Can 'Eliminate Range Anxiety' http://t.co/nuMmavW8gs
16-03-2015,$TSLA ... looking long for a rebound back to downtrend line ... http://t.co/YmONx37eXQ
17-03-2015,$TSLA : I’m just waiting  to re-enter a SHORT
18-03-2015,Driving range the talk on Tesla Motors http://t.co/DGlMFIRl8x $TSLA
03-03-2015,$TSLA updated daily chart with pivot points. http://t.co/dAwtR5xree
06-03-2015,$TSLA #Tesla Will Tesla Ever Make Money? http://t.co/RyCPzYU8aZ
04-03-2015,Investment Analysts’ Recent Ratings Updates for Tesla Motors $TSLA http://t.co/Q8v0EpgDpX
09-03-2015,Tesla to slash Chinese workforce http://t.co/coOx17YNIV $TSLA
19-03-2015,House Republicans make push to kill auto loan program http://t.co/mr56zebaL7 // which will smack $TSLA
04-03-2015,Checking in on U.S. electric vehicle sales http://t.co/OLjiSJ0CQF $TSLA $TM $BAMXY $NSANY
16-03-2015,#Lithium will be a key ingredient in our daily lives and ILC will be ready to meet the demand  https://t.co/UbThlPCFgR $AAPL $TSLA $ILHMF
04-03-2015,"$TSLA is at least going to hit 150 this year , text book target to downside , mark it down."
13-03-2015,Tesla $TSLA Stock Slipping Today After Deutsche Bank Cuts Earnings Estimates http://t.co/lGbjPsI7Xg
06-03-2015,$TSLA ----in Reuthers report --said company had --No Comment
16-03-2015,"Fifth Element’ flying cars to hit skies by 2017, See Ya Tesla $TSLA http://t.co/VQofXTzCER"
01-03-2015,#Tesla range in 'standard' mode now just 107 'real world' miles #EV $TSLA http://t.co/hj06fCkppm
19-03-2015,$TSLA IF clears 197 looks to be heading to the 200-202.50-205 targets IMHO.
19-03-2015,International Lithium And Ganfeng Lithium: ”The End Of The Lithium ‘Big 3’.  https://t.co/wVm4tSb8eQ $TSLA $AAPL $LIT http://t.co/WdpbS20B8N
16-03-2015,Weekend Review VIDEO (3/15): $SPY $IWM $QQQ $TLT $AAPL $AMZN $BABA $EBAY $FB $TWTR $GILD $GOOGL $PCLN $PANW $TSLA https://t.co/rZcNASrtqf
10-03-2015,$TSLA #Tesla Used cars could be Tesla's secret weapon http://t.co/wjPiO0Eq5c
06-03-2015,"$TSLA besides earnings reversal day (which still finished down), Mostly down day volume has exceeded up day volume. http://t.co/emSAXCiSRN"
03-03-2015,$TSLA down 20 despite market since 2/20 #VSS short idea tweet play after filling earnings gap down.
13-03-2015,Powered By #Lithium: What is Formula E?  https://t.co/CIiRcTLvK8  $LIT $ILHMF $TSLA $AAPL #EV http://t.co/4dAVmJlEtV
16-03-2015,$TSLA #Tesla Stock Futures Are Snapping Back Ahead of Federal Reserve Meeting http://t.co/optGy4qxYU
03-03-2015,The key to the potential #Apple Electric #iCar success - the Apple crowd. https://t.co/Uow0gh50YP $AAPL $TSLA http://t.co/p0WJkZ96Mw
10-03-2015,If I can save up to buy 10 gold Apple Watch devices I can trade that in for a Tesla. Sweet! $AAPL $TSLA #AppleWatch
12-03-2015,$TSLA #Tesla Would Apple buy Tesla? http://t.co/9ebFem2x6T
15-03-2015,"Huge week for #Lithium: Apple iCar, Warren Buffet BYD, Uber testing EVs in China and Chicago https://t.co/h9ywzwcarm $AAPL $TSLA $LIT"
10-03-2015,International Lithium Corp. and Ganfeng Lithium Commence Work Programs on the Avalonia and Mariana http://t.co/r454YnRm80 $TSLA $LIT
09-03-2015,"""I'm bearish on $TSLA below $222."" @dtitrader on #PreMarket Prep show: http://t.co/pwCEbnPHSL"
20-03-2015,Brand Loyalty Will Drive Apple Electric iCar Success.  https://t.co/Jd4oIvf043 $AAPL $TSLA $LIT $ILHMF $TRRXF
10-03-2015,"The Philosopher Series, Part II: What Would Leonardo Da Vinci Invest In Today? http://t.co/d8Iw7g9aq6 $AAPL #APPLE $GOOG $TSLA $VGT"
07-03-2015,$TSLA Report: large-scale layoffs at Tesla China http://t.co/VILYIa0ZHm
17-03-2015,$TSLA on the move
03-03-2015,@cccix Your tweet about $TSLA had a sentiment of 5 and was featured on Market Parse. http://t.co/5WyUW5R8WJ
17-03-2015,"International Lithium: ""The exploration at Avalonia continues to reveal more promising indications …"" https://t.co/MkLqA5Eme8 $TSLA $AAPL"
20-03-2015,$TSLA stock ticking down off of Elon's Trip Assurance plan...   #Zoinks
20-03-2015,"Contrast how $BAC responds to oversold conditions relative to $TSLA. $BAC wallows, $TSLA bounces. http://t.co/VHdJU0rNFD"
04-03-2015,Tesla: Gigafactory Tipping Point http://t.co/40ouueDsxC $ALB $TSLA
17-03-2015,$TSLA #Tesla Tesla Fires China Staff as Sales Falter http://t.co/M1FjoIoLQs
20-03-2015,"Elon Musk: ""I'm very optimistic about China long term"" $TSLA"
16-03-2015,Some stocks the desk is watching: $TSLA $MBLY $EBAY $CSIQ $BITA
18-03-2015,"Musk: Someday, driving a car will be illegal http://t.co/dR63eKPbwa #roc #tech $tsla #boston #buffalo"
20-03-2015,"Model X is coming out this summer with some ""elements people haven't seen in the show car"" $TSLA"
20-03-2015,RT @JasonShubnell: Elon Musk reiterated that Tesla is as much software company as it is a hardware company. $TSLA http://t.co/sUkkdACu7A
16-03-2015,$TSLA #Tesla SolarCity Gets Into the Electricity Distribution Business http://t.co/V53oN8Xv5o
16-03-2015,"a few $TSLA stories this a/m software upgrade, battery life  extension &amp; Thurs Press conf.  http://t.co/Km2WACrKsx  http://t.co/EfIjOVsrKj"
13-03-2015,"GlaxoSmithKline, Tesla Cut Jobs In Nod To Market Realities http://t.co/x3fsFoevvT $GSK $TSLA"
03-03-2015,Tesla: Bonfire of the Money Printers' Vanities http://t.co/gLqbCec7kN $TSLA http://t.co/O50JjcOhWO
11-03-2015,"$TSLA Post from Dec. 6th, 2014, Head and Shoulders pattern, dropped $33  http://t.co/cSDLZ72F5g"
12-03-2015,#Tesla just got a big break in New Jersey via @FortuneMagazine http://t.co/LzuxCZR8jn  $TSLA
02-03-2015,Electric iCar: Apple Adds Vehicles To Its List Of Company Activities In Swiss Legal Filing. http://t.co/o5SdFLCx4M $AAPL $TSLA $GM
20-03-2015,.@TeslaMotors Model S 'basically impossible' to run out of charge with update $TSLA http://t.co/iIEUSmlFWZ http://t.co/bRJWTod7WF
02-03-2015,$TSLA - $AAPL electric car people! Goodbye now.
20-03-2015,International Lithium: Europe is the very important export market for Ganfeng Lithium https://t.co/JDIzlWisxL $ILHMF $LIT $TSLA $AAPL
15-03-2015,#Apple iCar - This is the tectonic shift for our #Lithium industry: mass market for #EVs https://t.co/8wAIC9OHhH $AAPL $TSLA $ILHMF $TRRXF
10-03-2015,Tesla stocks is 'oil stock' bad http://t.co/ZiOUMY8t4C (Photo: AFP/Getty):  $tsla http://t.co/rQ4WJfHAw7
19-03-2015,RT @CNBCnow: BREAKING: NJ Gov. Christie signs bill into law that allows Tesla to begin direct sales to consumers without dealerships. $TSLA
19-03-2015,$TSLA in 205 calls now 1.15 - just to play event reaction.
20-03-2015,$TSLA if you get stuck long in calls can sell lower strike against them for a bearish short call spread.
13-03-2015,$TSLA back in at .85-.92
19-03-2015,"LIVE BLOG: Tesla's ""End Range Anxiety"" announcement http://t.co/NCw1vFflRK via @a99Kitten $TSLA"
20-03-2015,Kirill Klip.: The #Lithium space is getting hot now and big names are pouring into the sector. http://t.co/fmuzK42Hhz $TSLA $AAPL $LIT
15-03-2015,LG Chem Lithium Battery Megafactory in China: https://t.co/VpwU0Zft3G $TSLA $AAPL $LIT $ILHMF $TRRXF
05-03-2015,Will #Tesla Ever Make Money? http://t.co/p8eZro5sF3 #EV $TSLA http://t.co/I5LKQS3eqJ
05-03-2015,"In the stockmarket, sentiments can turn on a dime in minutes $yhoo $tsla $aapl"
11-03-2015,Kirill Klip.: Will #Apple buy its way into Electric Cars space? http://t.co/LU3hXqtOrv $AAPL $TSLA $LIT $ILHMF
20-03-2015,"$TSLA covering, 197.5's very small gain. Looks like low of 196.72 going to hold for now."
16-03-2015,"Monday’s Vital Data: $TSLA, $ORCL and $GE http://t.co/CNOuGJ3TxF"
18-03-2015,Steve LeVine at #Google - The Powerhouse: Inside the Invention of a Battery to Save the World.  https://t.co/ScBnsKp4Ub $AAPL $TSLA $ILHMF
11-03-2015,#Battery Wars: Boston-Power Aims to Rival Tesla With Gigawatt #Lithium Battery Factories. https://t.co/ScBnsKp4Ub $GOOG $TSLA $AAPL
13-03-2015,MORGAN STANLEY: Tesla's stock price 'could realistically multiply by ten' $TSLA http://t.co/F6bRmoZweZ
07-03-2015,RT @Bi11K: @markbspiegel  looks like @elonmusk stretched the truth about @panasonic $TSLA investment @jimcramer @Lebeaucarnews http://t.co/…
20-03-2015,"$TSLA shares down $3.40 (1.69%) following announcement of ""range assurance"" and ""trip planner"" software updates."
17-03-2015,Tesla $TSLA Showing Bearish Technicals With Resistance At $193.68 ( http://t.co/wJUPvlEAQY )
17-03-2015,RT @elonmusk: Some people seem to think I tweet to affect share price. This is false. A brief rise in $TSLA stock obviously does no good fo…
18-03-2015,"So, can't sell Model S, X is the same as S, Model 3 is a bust... hmmm what should @elonmusk do for $TSLA hype! Autonomous car!"
20-03-2015,"$TSLA #Tesla Tesla updating Model S to ease range anxiety, improve safety http://t.co/W3skaBvW9Z"
